Region,Model,Memory Mode,Strategy,Total Score,Accuracy,Completed At,Type_定位与定向,Type_空间距离估算,Type_邻近关系判断,Type_POI密度识别,Type_路径规划
维也纳美泉宫,zhipu,graph,Direct,11,45.83%,2025-12-20 17:59:43,37.50%,75.00%,75.00%,50.00%,0.00%
维也纳美泉宫,zhipu,map,Direct,15,62.50%,2025-12-20 18:02:49,50.00%,50.00%,100.00%,25.00%,100.00%
罗马斗兽场,qwen,context,Direct,11,45.83%,2025-12-20 18:09:02,12.50%,25.00%,75.00%,50.00%,100.00%
罗马斗兽场,qwen,graph,Direct,3,12.50%,2025-12-20 18:13:24,0.00%,0.00%,25.00%,25.00%,25.00%
罗马斗兽场,qwen,map,Direct,14,58.33%,2025-12-20 18:17:53,50.00%,75.00%,75.00%,25.00%,75.00%
罗马斗兽场,openai,context,Direct,15,62.50%,2025-12-20 18:21:49,62.50%,50.00%,75.00%,50.00%,75.00%
罗马斗兽场,openai,graph,Direct,6,25.00%,2025-12-20 18:25:25,0.00%,0.00%,25.00%,100.00%,25.00%
罗马斗兽场,openai,map,Direct,12,50.00%,2025-12-20 18:29:19,50.00%,0.00%,75.00%,50.00%,75.00%
罗马斗兽场,deepseek,context,Direct,15,62.50%,2025-12-20 18:38:01,62.50%,50.00%,75.00%,50.00%,75.00%
罗马斗兽场,deepseek,graph,Direct,5,20.83%,2025-12-20 18:44:57,0.00%,0.00%,25.00%,25.00%,75.00%
罗马斗兽场,deepseek,map,Direct,13,54.17%,2025-12-20 18:55:14,50.00%,25.00%,100.00%,25.00%,75.00%
罗马斗兽场,claude,context,Direct,8,33.33%,2025-12-20 19:00:43,12.50%,0.00%,25.00%,50.00%,100.00%
罗马斗兽场,claude,graph,Direct,3,12.50%,2025-12-20 19:05:12,0.00%,0.00%,25.00%,25.00%,25.00%
罗马斗兽场,claude,map,Direct,13,54.17%,2025-12-20 19:08:59,50.00%,100.00%,50.00%,0.00%,75.00%
罗马斗兽场,gemini,context,Direct,9,37.50%,2025-12-20 19:18:53,25.00%,0.00%,25.00%,50.00%,100.00%
罗马斗兽场,gemini,graph,Direct,3,12.50%,2025-12-20 19:22:49,0.00%,0.00%,25.00%,25.00%,25.00%
罗马斗兽场,gemini,map,Direct,14,58.33%,2025-12-20 19:26:48,50.00%,100.00%,75.00%,0.00%,75.00%
罗马斗兽场,zhipu,context,Direct,10,41.67%,2025-12-20 19:35:46,25.00%,0.00%,50.00%,50.00%,100.00%
罗马斗兽场,zhipu,graph,Direct,3,12.50%,2025-12-20 19:38:45,0.00%,0.00%,25.00%,25.00%,25.00%
罗马斗兽场,zhipu,map,Direct,14,58.33%,2025-12-20 19:42:29,50.00%,100.00%,75.00%,0.00%,75.00%
芝加哥千禧公园,qwen,context,Direct,10,41.67%,2025-12-21 01:38:42,37.50%,25.00%,50.00%,25.00%,75.00%
芝加哥千禧公园,qwen,graph,Direct,9,37.50%,2025-12-21 01:42:39,37.50%,25.00%,75.00%,25.00%,25.00%
芝加哥千禧公园,qwen,map,Direct,6,25.00%,2025-12-21 01:46:52,25.00%,25.00%,25.00%,0.00%,50.00%
芝加哥千禧公园,openai,context,Direct,13,54.17%,2025-12-21 01:51:11,50.00%,25.00%,75.00%,75.00%,50.00%
芝加哥千禧公园,openai,graph,Direct,13,54.17%,2025-12-21 01:55:15,37.50%,50.00%,100.00%,75.00%,25.00%
芝加哥千禧公园,openai,map,Direct,16,66.67%,2025-12-21 01:59:19,50.00%,50.00%,75.00%,75.00%,100.00%
芝加哥千禧公园,deepseek,context,Direct,11,45.83%,2025-12-21 02:07:06,50.00%,50.00%,75.00%,0.00%,50.00%
芝加哥千禧公园,deepseek,graph,Direct,13,54.17%,2025-12-21 02:14:34,62.50%,50.00%,75.00%,50.00%,25.00%
芝加哥千禧公园,deepseek,map,Direct,13,54.17%,2025-12-21 02:24:44,62.50%,50.00%,50.00%,25.00%,75.00%
芝加哥千禧公园,claude,context,Direct,12,50.00%,2025-12-21 02:30:42,37.50%,50.00%,50.00%,25.00%,100.00%
芝加哥千禧公园,claude,graph,Direct,9,37.50%,2025-12-21 02:35:04,37.50%,50.00%,50.00%,25.00%,25.00%
芝加哥千禧公园,claude,map,Direct,10,41.67%,2025-12-21 02:40:55,37.50%,75.00%,25.00%,0.00%,75.00%
芝加哥千禧公园,gemini,context,Direct,8,33.33%,2025-12-21 02:49:29,25.00%,0.00%,50.00%,25.00%,75.00%
芝加哥千禧公园,gemini,graph,Direct,7,29.17%,2025-12-21 02:54:27,25.00%,25.00%,50.00%,25.00%,25.00%
芝加哥千禧公园,gemini,map,Direct,6,25.00%,2025-12-21 02:59:47,25.00%,0.00%,25.00%,0.00%,75.00%
芝加哥千禧公园,zhipu,context,Direct,9,37.50%,2025-12-21 03:05:01,25.00%,25.00%,50.00%,25.00%,75.00%
芝加哥千禧公园,zhipu,graph,Direct,9,37.50%,2025-12-21 03:09:10,50.00%,0.00%,75.00%,25.00%,25.00%
芝加哥千禧公园,zhipu,map,Direct,6,25.00%,2025-12-21 03:13:13,25.00%,25.00%,25.00%,0.00%,50.00%
长沙五一广场,qwen,context,Direct,11,45.83%,2025-12-21 03:17:37,50.00%,50.00%,25.00%,25.00%,75.00%
长沙五一广场,qwen,graph,Direct,9,37.50%,2025-12-21 03:20:35,12.50%,50.00%,50.00%,50.00%,50.00%
长沙五一广场,qwen,map,Direct,7,29.17%,2025-12-21 03:23:46,12.50%,25.00%,25.00%,0.00%,100.00%
长沙五一广场,openai,context,Direct,16,66.67%,2025-12-21 03:28:15,75.00%,50.00%,75.00%,25.00%,100.00%
长沙五一广场,openai,graph,Direct,7,29.17%,2025-12-21 03:31:56,37.50%,25.00%,50.00%,25.00%,0.00%
长沙五一广场,openai,map,Direct,18,75.00%,2025-12-21 03:36:05,75.00%,75.00%,75.00%,50.00%,100.00%
长沙五一广场,deepseek,context,Direct,18,75.00%,2025-12-21 03:43:28,100.00%,50.00%,75.00%,25.00%,100.00%
长沙五一广场,deepseek,graph,Direct,18,75.00%,2025-12-21 03:49:15,100.00%,75.00%,75.00%,50.00%,50.00%
长沙五一广场,deepseek,map,Direct,20,83.33%,2025-12-21 03:57:06,100.00%,75.00%,75.00%,50.00%,100.00%
长沙五一广场,claude,context,Direct,9,37.50%,2025-12-21 04:03:33,37.50%,25.00%,25.00%,0.00%,100.00%
长沙五一广场,claude,graph,Direct,8,33.33%,2025-12-21 04:07:07,12.50%,75.00%,0.00%,50.00%,50.00%
长沙五一广场,claude,map,Direct,9,37.50%,2025-12-21 04:11:08,12.50%,75.00%,0.00%,25.00%,100.00%
长沙五一广场,gemini,context,Direct,11,45.83%,2025-12-21 04:17:25,50.00%,0.00%,50.00%,100.00%,25.00%
长沙五一广场,gemini,graph,Direct,6,25.00%,2025-12-21 04:21:02,25.00%,50.00%,0.00%,25.00%,25.00%
长沙五一广场,gemini,map,Direct,8,33.33%,2025-12-21 04:25:20,0.00%,50.00%,25.00%,25.00%,100.00%
长沙五一广场,zhipu,context,Direct,10,41.67%,2025-12-21 04:30:17,12.50%,75.00%,0.00%,50.00%,100.00%
长沙五一广场,zhipu,graph,Direct,7,29.17%,2025-12-21 04:33:12,12.50%,50.00%,50.00%,25.00%,25.00%
长沙五一广场,zhipu,map,Direct,7,29.17%,2025-12-21 04:36:27,0.00%,25.00%,25.00%,25.00%,100.00%
