Region,Model,Memory Mode,Strategy,Total Score,Accuracy,Completed At,Type_定位与定向,Type_空间距离估算,Type_邻近关系判断,Type_POI密度识别,Type_路径规划
北京天安门,deepseek,map,Direct,18,75.00%,2025-12-19 20:26:36,62.50%,75.00%,100.00%,50.00%,100.00%
北京天安门,claude,context,Direct,11,45.83%,2025-12-19 20:33:25,12.50%,50.00%,75.00%,25.00%,100.00%
北京天安门,claude,graph,Direct,12,50.00%,2025-12-19 20:40:01,12.50%,75.00%,75.00%,25.00%,100.00%
北京天安门,claude,map,Direct,11,45.83%,2025-12-19 20:46:36,12.50%,50.00%,75.00%,25.00%,100.00%
北京天安门,gemini,context,Direct,12,50.00%,2025-12-19 20:52:45,25.00%,50.00%,75.00%,25.00%,100.00%
北京天安门,gemini,graph,Direct,9,37.50%,2025-12-19 20:58:50,12.50%,25.00%,75.00%,25.00%,75.00%
北京天安门,gemini,map,Direct,10,41.67%,2025-12-19 21:05:05,0.00%,50.00%,75.00%,25.00%,100.00%
北京天安门,zhipu,context,Direct,11,45.83%,2025-12-19 21:09:46,25.00%,25.00%,75.00%,25.00%,100.00%
北京天安门,zhipu,graph,Direct,7,29.17%,2025-12-20 15:54:18,25.00%,50.00%,50.00%,0.00%,25.00%
北京天安门,zhipu,map,Direct,15,62.50%,2025-12-20 15:58:21,50.00%,50.00%,50.00%,75.00%,100.00%
多伦多CN塔,qwen,context,Direct,12,50.00%,2025-12-20 11:40:32,25.00%,75.00%,100.00%,50.00%,25.00%
多伦多CN塔,qwen,graph,Direct,13,54.17%,2025-12-20 11:45:25,50.00%,50.00%,100.00%,25.00%,50.00%
多伦多CN塔,qwen,map,Direct,11,45.83%,2025-12-20 11:54:21,37.50%,50.00%,100.00%,25.00%,25.00%
多伦多CN塔,openai,context,Direct,18,75.00%,2025-12-20 11:58:20,62.50%,75.00%,100.00%,75.00%,75.00%
多伦多CN塔,openai,graph,Direct,15,62.50%,2025-12-20 12:02:45,87.50%,75.00%,50.00%,25.00%,50.00%
多伦多CN塔,openai,map,Direct,16,66.67%,2025-12-20 12:07:16,62.50%,75.00%,75.00%,50.00%,75.00%
多伦多CN塔,deepseek,context,Direct,22,91.67%,2025-12-20 12:14:37,87.50%,100.00%,100.00%,75.00%,100.00%
多伦多CN塔,deepseek,graph,Direct,15,62.50%,2025-12-20 12:23:45,62.50%,75.00%,100.00%,25.00%,50.00%
多伦多CN塔,deepseek,map,Direct,17,70.83%,2025-12-20 12:33:06,75.00%,75.00%,100.00%,25.00%,75.00%
多伦多CN塔,claude,context,Direct,12,50.00%,2025-12-20 12:37:50,25.00%,75.00%,100.00%,25.00%,50.00%
多伦多CN塔,claude,graph,Direct,12,50.00%,2025-12-20 12:41:58,37.50%,50.00%,100.00%,25.00%,50.00%
多伦多CN塔,claude,map,Direct,9,37.50%,2025-12-20 12:47:22,25.00%,25.00%,75.00%,25.00%,50.00%
多伦多CN塔,gemini,context,Direct,13,54.17%,2025-12-20 12:53:14,25.00%,75.00%,100.00%,0.00%,100.00%
多伦多CN塔,gemini,graph,Direct,12,50.00%,2025-12-20 12:58:27,37.50%,50.00%,100.00%,25.00%,50.00%
多伦多CN塔,gemini,map,Direct,11,45.83%,2025-12-20 13:04:30,37.50%,25.00%,75.00%,25.00%,75.00%
多伦多CN塔,zhipu,context,Direct,14,58.33%,2025-12-20 13:09:00,25.00%,75.00%,100.00%,25.00%,100.00%
多伦多CN塔,zhipu,graph,Direct,10,41.67%,2025-12-20 13:13:24,25.00%,50.00%,75.00%,25.00%,50.00%
多伦多CN塔,zhipu,map,Direct,13,54.17%,2025-12-20 13:18:26,50.00%,25.00%,75.00%,50.00%,75.00%
巴黎埃菲尔铁塔,qwen,context,Direct,12,50.00%,2025-12-20 13:23:37,25.00%,75.00%,75.00%,50.00%,50.00%
巴黎埃菲尔铁塔,qwen,graph,Direct,8,33.33%,2025-12-20 13:28:22,25.00%,50.00%,25.00%,50.00%,25.00%
巴黎埃菲尔铁塔,qwen,map,Direct,10,41.67%,2025-12-20 13:33:27,50.00%,25.00%,50.00%,25.00%,50.00%
巴黎埃菲尔铁塔,openai,context,Direct,15,62.50%,2025-12-20 13:37:15,37.50%,75.00%,100.00%,50.00%,75.00%
巴黎埃菲尔铁塔,openai,graph,Direct,14,58.33%,2025-12-20 13:40:48,50.00%,75.00%,100.00%,50.00%,25.00%
巴黎埃菲尔铁塔,openai,map,Direct,17,70.83%,2025-12-20 13:44:47,37.50%,75.00%,100.00%,75.00%,100.00%
巴黎埃菲尔铁塔,deepseek,context,Direct,15,62.50%,2025-12-20 13:54:05,50.00%,75.00%,100.00%,25.00%,75.00%
巴黎埃菲尔铁塔,deepseek,graph,Direct,14,58.33%,2025-12-20 14:02:50,50.00%,75.00%,75.00%,25.00%,75.00%
巴黎埃菲尔铁塔,deepseek,map,Direct,14,58.33%,2025-12-20 14:12:34,37.50%,75.00%,50.00%,50.00%,100.00%
巴黎埃菲尔铁塔,claude,context,Direct,12,50.00%,2025-12-20 14:18:02,37.50%,50.00%,50.00%,50.00%,75.00%
巴黎埃菲尔铁塔,claude,graph,Direct,9,37.50%,2025-12-20 14:22:32,25.00%,50.00%,50.00%,25.00%,50.00%
巴黎埃菲尔铁塔,claude,map,Direct,11,45.83%,2025-12-20 14:27:13,25.00%,50.00%,75.00%,50.00%,50.00%
巴黎埃菲尔铁塔,gemini,context,Direct,12,50.00%,2025-12-20 14:33:36,25.00%,75.00%,50.00%,50.00%,75.00%
巴黎埃菲尔铁塔,gemini,graph,Direct,10,41.67%,2025-12-20 14:37:20,12.50%,50.00%,75.00%,50.00%,50.00%
巴黎埃菲尔铁塔,gemini,map,Direct,11,45.83%,2025-12-20 14:41:46,37.50%,50.00%,75.00%,0.00%,75.00%
巴黎埃菲尔铁塔,zhipu,context,Direct,10,41.67%,2025-12-20 14:47:45,25.00%,50.00%,50.00%,25.00%,75.00%
巴黎埃菲尔铁塔,zhipu,graph,Direct,10,41.67%,2025-12-20 14:51:07,25.00%,25.00%,100.00%,50.00%,25.00%
巴黎埃菲尔铁塔,zhipu,map,Direct,8,33.33%,2025-12-20 14:55:30,37.50%,25.00%,50.00%,25.00%,25.00%
广州塔,qwen,context,Direct,10,41.67%,2025-12-20 14:58:52,12.50%,25.00%,50.00%,75.00%,75.00%
广州塔,qwen,graph,Direct,9,37.50%,2025-12-20 15:01:12,25.00%,25.00%,50.00%,75.00%,25.00%
广州塔,qwen,map,Direct,9,37.50%,2025-12-20 15:03:42,25.00%,25.00%,50.00%,25.00%,75.00%
广州塔,openai,context,Direct,12,50.00%,2025-12-20 15:07:42,50.00%,25.00%,75.00%,25.00%,75.00%
广州塔,openai,graph,Direct,13,54.17%,2025-12-20 15:11:51,75.00%,50.00%,75.00%,25.00%,25.00%
广州塔,openai,map,Direct,15,62.50%,2025-12-20 15:14:56,62.50%,50.00%,75.00%,25.00%,100.00%
广州塔,deepseek,context,Direct,17,70.83%,2025-12-20 15:19:54,75.00%,75.00%,75.00%,25.00%,100.00%
广州塔,deepseek,graph,Direct,15,62.50%,2025-12-20 15:24:49,50.00%,100.00%,100.00%,25.00%,50.00%
广州塔,deepseek,map,Direct,19,79.17%,2025-12-20 15:31:23,87.50%,75.00%,100.00%,25.00%,100.00%
广州塔,claude,context,Direct,8,33.33%,2025-12-20 15:36:01,12.50%,50.00%,50.00%,25.00%,50.00%
广州塔,claude,graph,Direct,9,37.50%,2025-12-20 15:39:08,25.00%,25.00%,50.00%,75.00%,25.00%
广州塔,claude,map,Direct,10,41.67%,2025-12-20 15:41:51,25.00%,50.00%,50.00%,25.00%,75.00%
广州塔,gemini,context,Direct,12,50.00%,2025-12-20 15:46:51,25.00%,50.00%,50.00%,75.00%,75.00%
广州塔,gemini,graph,Direct,10,41.67%,2025-12-20 15:52:51,25.00%,25.00%,75.00%,75.00%,25.00%
广州塔,gemini,map,Direct,10,41.67%,2025-12-20 15:55:33,25.00%,50.00%,50.00%,0.00%,100.00%
广州塔,zhipu,context,Direct,12,50.00%,2025-12-20 15:59:24,25.00%,25.00%,75.00%,50.00%,100.00%
广州塔,zhipu,graph,Direct,9,37.50%,2025-12-20 16:02:43,25.00%,25.00%,75.00%,50.00%,25.00%
广州塔,zhipu,map,Direct,10,41.67%,2025-12-20 16:05:23,37.50%,50.00%,50.00%,0.00%,75.00%
旧金山联合广场,qwen,context,Direct,8,33.33%,2025-12-20 16:11:05,0.00%,50.00%,75.00%,0.00%,75.00%
旧金山联合广场,qwen,graph,Direct,10,41.67%,2025-12-20 16:15:24,25.00%,50.00%,75.00%,25.00%,50.00%
旧金山联合广场,qwen,map,Direct,7,29.17%,2025-12-20 16:18:58,12.50%,0.00%,75.00%,0.00%,75.00%
旧金山联合广场,openai,context,Direct,14,58.33%,2025-12-20 16:25:56,37.50%,50.00%,100.00%,50.00%,75.00%
旧金山联合广场,openai,graph,Direct,14,58.33%,2025-12-20 16:29:42,37.50%,75.00%,100.00%,50.00%,50.00%
旧金山联合广场,openai,map,Direct,14,58.33%,2025-12-20 16:33:42,50.00%,25.00%,100.00%,50.00%,75.00%
旧金山联合广场,deepseek,context,Direct,16,66.67%,2025-12-20 16:42:17,62.50%,50.00%,100.00%,50.00%,75.00%
旧金山联合广场,deepseek,graph,Direct,12,50.00%,2025-12-20 16:50:51,37.50%,50.00%,100.00%,0.00%,75.00%
旧金山联合广场,deepseek,map,Direct,12,50.00%,2025-12-20 17:00:10,25.00%,50.00%,100.00%,0.00%,100.00%
旧金山联合广场,claude,context,Direct,7,29.17%,2025-12-20 17:06:46,12.50%,25.00%,75.00%,0.00%,50.00%
旧金山联合广场,claude,graph,Direct,5,20.83%,2025-12-20 17:11:02,0.00%,25.00%,75.00%,0.00%,25.00%
旧金山联合广场,claude,map,Direct,10,41.67%,2025-12-20 17:15:47,12.50%,25.00%,100.00%,25.00%,75.00%
旧金山联合广场,gemini,context,Direct,8,33.33%,2025-12-20 17:21:59,12.50%,50.00%,75.00%,0.00%,50.00%
旧金山联合广场,gemini,graph,Direct,8,33.33%,2025-12-20 17:25:44,12.50%,25.00%,75.00%,25.00%,50.00%
旧金山联合广场,gemini,map,Direct,8,33.33%,2025-12-20 17:31:01,12.50%,25.00%,75.00%,25.00%,50.00%
旧金山联合广场,zhipu,context,Direct,8,33.33%,2025-12-20 17:36:11,12.50%,50.00%,75.00%,0.00%,50.00%
旧金山联合广场,zhipu,graph,Direct,10,41.67%,2025-12-20 17:39:16,25.00%,25.00%,75.00%,50.00%,50.00%
旧金山联合广场,zhipu,map,Direct,8,33.33%,2025-12-20 17:42:09,12.50%,50.00%,75.00%,0.00%,50.00%
柏林勃兰登堡门,qwen,context,Direct,9,37.50%,2025-12-20 17:49:41,37.50%,25.00%,25.00%,0.00%,100.00%
柏林勃兰登堡门,qwen,graph,Direct,9,37.50%,2025-12-20 17:54:04,50.00%,75.00%,25.00%,0.00%,25.00%
柏林勃兰登堡门,qwen,map,Direct,11,45.83%,2025-12-20 17:58:54,37.50%,50.00%,75.00%,0.00%,75.00%
柏林勃兰登堡门,openai,context,Direct,13,54.17%,2025-12-20 18:04:25,62.50%,50.00%,50.00%,25.00%,75.00%
柏林勃兰登堡门,openai,graph,Direct,12,50.00%,2025-12-20 18:08:11,62.50%,75.00%,50.00%,25.00%,25.00%
柏林勃兰登堡门,openai,map,Direct,15,62.50%,2025-12-20 18:12:23,62.50%,50.00%,75.00%,50.00%,75.00%
柏林勃兰登堡门,deepseek,context,Direct,16,66.67%,2025-12-20 18:20:57,100.00%,75.00%,50.00%,0.00%,75.00%
柏林勃兰登堡门,deepseek,graph,Direct,14,58.33%,2025-12-20 18:29:07,100.00%,75.00%,50.00%,0.00%,25.00%
柏林勃兰登堡门,deepseek,map,Direct,17,70.83%,2025-12-20 18:39:25,87.50%,100.00%,50.00%,25.00%,75.00%
柏林勃兰登堡门,claude,context,Direct,10,41.67%,2025-12-20 18:46:49,25.00%,25.00%,50.00%,25.00%,100.00%
柏林勃兰登堡门,claude,graph,Direct,12,50.00%,2025-12-20 18:51:09,50.00%,50.00%,100.00%,0.00%,50.00%
柏林勃兰登堡门,claude,map,Direct,11,45.83%,2025-12-20 18:55:37,37.50%,75.00%,100.00%,0.00%,25.00%
柏林勃兰登堡门,gemini,context,Direct,7,29.17%,2025-12-20 19:03:56,25.00%,25.00%,25.00%,0.00%,75.00%
柏林勃兰登堡门,gemini,graph,Direct,9,37.50%,2025-12-20 19:07:52,37.50%,50.00%,75.00%,0.00%,25.00%
柏林勃兰登堡门,gemini,map,Direct,11,45.83%,2025-12-20 19:13:11,25.00%,75.00%,75.00%,0.00%,75.00%
柏林勃兰登堡门,zhipu,context,Direct,10,41.67%,2025-12-20 19:20:15,25.00%,50.00%,25.00%,25.00%,100.00%
柏林勃兰登堡门,zhipu,graph,Direct,10,41.67%,2025-12-20 19:24:37,50.00%,25.00%,100.00%,0.00%,25.00%
柏林勃兰登堡门,zhipu,map,Direct,8,33.33%,2025-12-20 19:28:37,25.00%,50.00%,75.00%,0.00%,25.00%
武汉黄鹤楼,qwen,context,Direct,10,41.67%,2025-12-20 19:36:11,37.50%,50.00%,50.00%,25.00%,50.00%
武汉黄鹤楼,qwen,graph,Direct,8,33.33%,2025-12-20 19:40:47,37.50%,25.00%,50.00%,0.00%,50.00%
武汉黄鹤楼,qwen,map,Direct,8,33.33%,2025-12-20 19:45:37,25.00%,50.00%,75.00%,0.00%,25.00%
武汉黄鹤楼,openai,context,Direct,9,37.50%,2025-12-20 19:52:20,25.00%,0.00%,50.00%,100.00%,25.00%
武汉黄鹤楼,openai,graph,Direct,8,33.33%,2025-12-20 19:56:42,37.50%,50.00%,50.00%,25.00%,0.00%
武汉黄鹤楼,openai,map,Direct,9,37.50%,2025-12-20 20:01:05,37.50%,50.00%,50.00%,25.00%,25.00%
武汉黄鹤楼,deepseek,context,Direct,9,37.50%,2025-12-20 20:08:08,25.00%,0.00%,50.00%,100.00%,25.00%
武汉黄鹤楼,deepseek,graph,Direct,14,58.33%,2025-12-20 20:16:56,62.50%,50.00%,75.00%,25.00%,75.00%
武汉黄鹤楼,deepseek,map,Direct,11,45.83%,2025-12-20 20:26:04,37.50%,50.00%,50.00%,25.00%,75.00%
武汉黄鹤楼,claude,context,Direct,10,41.67%,2025-12-20 20:36:39,0.00%,75.00%,75.00%,25.00%,75.00%
武汉黄鹤楼,claude,graph,Direct,7,29.17%,2025-12-20 20:43:11,25.00%,0.00%,50.00%,25.00%,50.00%
武汉黄鹤楼,claude,map,Direct,9,37.50%,2025-12-20 20:50:11,25.00%,25.00%,50.00%,25.00%,75.00%
武汉黄鹤楼,gemini,context,Direct,12,50.00%,2025-12-20 20:59:18,25.00%,75.00%,50.00%,25.00%,100.00%
武汉黄鹤楼,gemini,graph,Direct,6,25.00%,2025-12-20 21:05:55,25.00%,25.00%,50.00%,0.00%,25.00%
武汉黄鹤楼,gemini,map,Direct,7,29.17%,2025-12-20 21:12:36,12.50%,0.00%,75.00%,25.00%,50.00%
武汉黄鹤楼,zhipu,context,Direct,9,37.50%,2025-12-20 21:21:57,25.00%,50.00%,50.00%,25.00%,50.00%
武汉黄鹤楼,zhipu,graph,Direct,6,25.00%,2025-12-20 21:35:49,25.00%,25.00%,50.00%,0.00%,25.00%
武汉黄鹤楼,zhipu,map,Direct,5,20.83%,2025-12-20 21:40:26,25.00%,0.00%,50.00%,0.00%,25.00%
洛杉矶好莱坞,qwen,context,Direct,10,41.67%,2025-12-20 21:46:28,25.00%,50.00%,25.00%,50.00%,75.00%
洛杉矶好莱坞,qwen,graph,Direct,10,41.67%,2025-12-20 21:50:27,25.00%,25.00%,100.00%,0.00%,75.00%
洛杉矶好莱坞,qwen,map,Direct,6,25.00%,2025-12-20 21:54:25,12.50%,25.00%,50.00%,0.00%,50.00%
洛杉矶好莱坞,openai,context,Direct,11,45.83%,2025-12-20 22:02:19,37.50%,25.00%,50.00%,100.00%,25.00%
洛杉矶好莱坞,openai,graph,Direct,6,25.00%,2025-12-20 22:34:20,37.50%,0.00%,25.00%,0.00%,50.00%
洛杉矶好莱坞,openai,map,Direct,12,50.00%,2025-12-20 22:38:28,25.00%,75.00%,100.00%,0.00%,75.00%
洛杉矶好莱坞,deepseek,context,Direct,11,45.83%,2025-12-20 22:45:14,37.50%,25.00%,50.00%,100.00%,25.00%
洛杉矶好莱坞,deepseek,graph,Direct,12,50.00%,2025-12-20 22:53:49,25.00%,75.00%,100.00%,0.00%,75.00%
洛杉矶好莱坞,deepseek,map,Direct,10,41.67%,2025-12-20 23:06:44,12.50%,50.00%,100.00%,0.00%,75.00%
洛杉矶好莱坞,claude,context,Direct,9,37.50%,2025-12-20 23:12:35,25.00%,50.00%,25.00%,25.00%,75.00%
洛杉矶好莱坞,claude,graph,Direct,8,33.33%,2025-12-20 23:16:31,12.50%,25.00%,50.00%,0.00%,100.00%
洛杉矶好莱坞,claude,map,Direct,8,33.33%,2025-12-20 23:20:45,12.50%,25.00%,75.00%,0.00%,75.00%
洛杉矶好莱坞,gemini,context,Direct,10,41.67%,2025-12-20 23:27:05,25.00%,50.00%,25.00%,50.00%,75.00%
洛杉矶好莱坞,gemini,graph,Direct,7,29.17%,2025-12-20 23:31:10,0.00%,25.00%,75.00%,0.00%,75.00%
洛杉矶好莱坞,gemini,map,Direct,8,33.33%,2025-12-20 23:35:38,12.50%,25.00%,75.00%,0.00%,75.00%
洛杉矶好莱坞,zhipu,context,Direct,8,33.33%,2025-12-20 23:44:01,12.50%,25.00%,25.00%,50.00%,75.00%
洛杉矶好莱坞,zhipu,graph,Direct,8,33.33%,2025-12-20 23:49:11,12.50%,25.00%,75.00%,0.00%,75.00%
洛杉矶好莱坞,zhipu,map,Direct,8,33.33%,2025-12-20 23:53:23,12.50%,25.00%,75.00%,0.00%,75.00%
纽约时代广场,qwen,context,Direct,12,50.00%,2025-12-20 23:59:53,37.50%,25.00%,75.00%,25.00%,100.00%
纽约时代广场,qwen,graph,Direct,9,37.50%,2025-12-21 00:04:04,25.00%,25.00%,50.00%,25.00%,75.00%
纽约时代广场,qwen,map,Direct,10,41.67%,2025-12-21 00:07:58,37.50%,0.00%,75.00%,0.00%,100.00%
纽约时代广场,openai,context,Direct,16,66.67%,2025-12-21 00:11:50,37.50%,75.00%,75.00%,75.00%,100.00%
纽约时代广场,openai,graph,Direct,14,58.33%,2025-12-21 00:16:16,37.50%,25.00%,75.00%,75.00%,100.00%
纽约时代广场,openai,map,Direct,18,75.00%,2025-12-21 00:20:23,62.50%,50.00%,100.00%,75.00%,100.00%
纽约时代广场,deepseek,context,Direct,20,83.33%,2025-12-21 00:27:03,75.00%,75.00%,100.00%,75.00%,100.00%
纽约时代广场,deepseek,graph,Direct,14,58.33%,2025-12-21 00:35:42,37.50%,50.00%,75.00%,50.00%,100.00%
纽约时代广场,deepseek,map,Direct,14,58.33%,2025-12-21 00:43:48,25.00%,75.00%,75.00%,50.00%,100.00%
纽约时代广场,claude,context,Direct,12,50.00%,2025-12-21 00:48:11,37.50%,25.00%,75.00%,25.00%,100.00%
纽约时代广场,claude,graph,Direct,10,41.67%,2025-12-21 00:53:02,12.50%,50.00%,50.00%,50.00%,75.00%
纽约时代广场,claude,map,Direct,12,50.00%,2025-12-21 01:01:13,37.50%,25.00%,75.00%,25.00%,100.00%
纽约时代广场,gemini,context,Direct,13,54.17%,2025-12-21 01:07:18,25.00%,25.00%,100.00%,50.00%,100.00%
纽约时代广场,gemini,graph,Direct,10,41.67%,2025-12-21 01:12:18,25.00%,25.00%,50.00%,50.00%,75.00%
纽约时代广场,gemini,map,Direct,11,45.83%,2025-12-21 01:17:43,37.50%,25.00%,75.00%,0.00%,100.00%
纽约时代广场,zhipu,context,Direct,12,50.00%,2025-12-21 01:21:33,25.00%,25.00%,100.00%,25.00%,100.00%
纽约时代广场,zhipu,graph,Direct,10,41.67%,2025-12-21 01:24:53,25.00%,0.00%,50.00%,50.00%,100.00%
纽约时代广场,zhipu,map,Direct,11,45.83%,2025-12-21 01:34:00,37.50%,25.00%,75.00%,0.00%,100.00%
维也纳美泉宫,qwen,context,Direct,15,62.50%,2025-12-20 16:09:40,37.50%,75.00%,75.00%,50.00%,100.00%
维也纳美泉宫,qwen,graph,Direct,9,37.50%,2025-12-20 16:14:27,37.50%,75.00%,50.00%,25.00%,0.00%
维也纳美泉宫,qwen,map,Direct,13,54.17%,2025-12-20 16:19:26,50.00%,50.00%,100.00%,0.00%,75.00%
维也纳美泉宫,openai,context,Direct,21,87.50%,2025-12-20 16:24:06,75.00%,100.00%,100.00%,75.00%,100.00%
维也纳美泉宫,openai,graph,Direct,14,58.33%,2025-12-20 16:28:48,37.50%,100.00%,75.00%,25.00%,75.00%
维也纳美泉宫,openai,map,Direct,12,50.00%,2025-12-20 16:33:30,37.50%,50.00%,50.00%,50.00%,75.00%
维也纳美泉宫,deepseek,context,Direct,18,75.00%,2025-12-20 16:43:30,50.00%,100.00%,100.00%,50.00%,100.00%
维也纳美泉宫,deepseek,graph,Direct,11,45.83%,2025-12-20 16:55:07,37.50%,75.00%,75.00%,0.00%,50.00%
维也纳美泉宫,deepseek,map,Direct,15,62.50%,2025-12-20 17:07:14,62.50%,100.00%,75.00%,0.00%,75.00%
维也纳美泉宫,claude,context,Direct,14,58.33%,2025-12-20 17:13:48,37.50%,75.00%,75.00%,50.00%,75.00%
维也纳美泉宫,claude,graph,Direct,10,41.67%,2025-12-20 17:19:13,25.00%,75.00%,50.00%,50.00%,25.00%
维也纳美泉宫,claude,map,Direct,14,58.33%,2025-12-20 17:25:25,50.00%,50.00%,100.00%,0.00%,100.00%
维也纳美泉宫,gemini,context,Direct,16,66.67%,2025-12-20 17:31:49,37.50%,100.00%,75.00%,50.00%,100.00%
维也纳美泉宫,gemini,graph,Direct,9,37.50%,2025-12-20 17:42:05,25.00%,75.00%,50.00%,25.00%,25.00%
维也纳美泉宫,gemini,map,Direct,14,58.33%,2025-12-20 17:49:25,50.00%,50.00%,100.00%,25.00%,75.00%
维也纳美泉宫,zhipu,context,Direct,11,45.83%,2025-12-20 17:54:15,12.50%,50.00%,50.00%,50.00%,100.00%
