Region,Model,Memory Mode,Strategy,Total Score,Accuracy,Completed At,Type_定位与定向,Type_空间距离估算,Type_邻近关系判断,Type_POI密度识别,Type_路径规划
多伦多CN塔,claude,map,Direct,20,83.33%,2025-12-25T15:17:19.103983,100.00%,50.00%,100.00%,50.00%,100.00%
多伦多CN塔,deepseek,context,Direct,19,79.17%,2025-12-25T15:18:25.862090,75.00%,100.00%,100.00%,75.00%,50.00%
多伦多CN塔,deepseek,graph,Direct,17,70.83%,2025-12-25T15:19:37.288622,75.00%,75.00%,100.00%,50.00%,50.00%
多伦多CN塔,deepseek,map,Direct,18,75.00%,2025-12-25T15:20:46.459094,87.50%,50.00%,100.00%,25.00%,100.00%
多伦多CN塔,gemini,context,Direct,24,100.00%,2025-12-25T15:31:07.275425,100.00%,100.00%,100.00%,100.00%,100.00%
多伦多CN塔,gemini,graph,Direct,19,79.17%,2025-12-25T15:51:16.161083,100.00%,100.00%,50.00%,50.00%,75.00%
多伦多CN塔,gemini,map,Direct,20,83.33%,2025-12-25T16:02:51.977882,100.00%,75.00%,100.00%,50.00%,75.00%
多伦多CN塔,openai,context,Direct,22,91.67%,2025-12-25T16:04:03.219065,100.00%,100.00%,75.00%,75.00%,100.00%
多伦多CN塔,openai,graph,Direct,19,79.17%,2025-12-25T16:05:09.364818,87.50%,100.00%,50.00%,75.00%,75.00%
多伦多CN塔,openai,map,Direct,17,70.83%,2025-12-25T16:06:15.838236,87.50%,25.00%,75.00%,75.00%,75.00%
多伦多CN塔,qwen,context,Direct,19,79.17%,2025-12-25T16:07:09.419990,62.50%,100.00%,75.00%,75.00%,100.00%
多伦多CN塔,qwen,graph,Direct,14,58.33%,2025-12-25T16:07:58.558057,50.00%,75.00%,75.00%,50.00%,50.00%
多伦多CN塔,qwen,map,Direct,17,70.83%,2025-12-25T16:08:49.348851,62.50%,75.00%,75.00%,75.00%,75.00%
巴黎埃菲尔铁塔,claude,context,Direct,22,91.67%,2025-12-25T16:11:16.240947,100.00%,100.00%,75.00%,75.00%,100.00%
巴黎埃菲尔铁塔,claude,graph,Direct,16,66.67%,2025-12-25T16:15:43.581847,75.00%,75.00%,50.00%,50.00%,75.00%
巴黎埃菲尔铁塔,claude,map,Direct,17,70.83%,2025-12-25T16:18:32.707884,87.50%,0.00%,100.00%,75.00%,75.00%
巴黎埃菲尔铁塔,deepseek,context,Direct,17,70.83%,2025-12-25T16:19:35.388013,62.50%,75.00%,100.00%,50.00%,75.00%
巴黎埃菲尔铁塔,deepseek,graph,Direct,16,66.67%,2025-12-25T16:20:40.400718,50.00%,75.00%,100.00%,50.00%,75.00%
巴黎埃菲尔铁塔,deepseek,map,Direct,17,70.83%,2025-12-25T16:21:46.643827,62.50%,75.00%,75.00%,50.00%,100.00%
巴黎埃菲尔铁塔,gemini,context,Direct,23,95.83%,2025-12-25T16:31:29.733114,100.00%,100.00%,100.00%,100.00%,75.00%
巴黎埃菲尔铁塔,gemini,graph,Direct,22,91.67%,2025-12-25T16:46:04.469887,100.00%,100.00%,50.00%,100.00%,100.00%
巴黎埃菲尔铁塔,gemini,map,Direct,19,79.17%,2025-12-25T17:00:15.070549,100.00%,25.00%,100.00%,75.00%,75.00%
巴黎埃菲尔铁塔,openai,context,Direct,19,79.17%,2025-12-25T17:01:21.632090,100.00%,75.00%,100.00%,50.00%,50.00%
巴黎埃菲尔铁塔,openai,graph,Direct,14,58.33%,2025-12-25T17:02:24.268059,62.50%,25.00%,50.00%,75.00%,75.00%
巴黎埃菲尔铁塔,openai,map,Direct,12,50.00%,2025-12-25T17:03:46.413677,25.00%,50.00%,75.00%,50.00%,75.00%
巴黎埃菲尔铁塔,qwen,context,Direct,16,66.67%,2025-12-25T17:04:39.646750,50.00%,75.00%,100.00%,25.00%,100.00%
巴黎埃菲尔铁塔,qwen,graph,Direct,18,75.00%,2025-12-25T17:05:32.253672,87.50%,50.00%,75.00%,75.00%,75.00%
巴黎埃菲尔铁塔,qwen,map,Direct,16,66.67%,2025-12-25T17:06:15.123637,62.50%,50.00%,75.00%,50.00%,100.00%
广州塔,claude,context,Direct,17,70.83%,2025-12-25T17:07:42.396134,87.50%,50.00%,75.00%,25.00%,100.00%
广州塔,claude,graph,Direct,18,75.00%,2025-12-25T17:11:04.549100,100.00%,50.00%,50.00%,50.00%,100.00%
广州塔,claude,map,Direct,14,58.33%,2025-12-25T17:12:56.381336,75.00%,25.00%,50.00%,25.00%,100.00%
广州塔,deepseek,context,Direct,16,66.67%,2025-12-25T17:13:57.532826,62.50%,75.00%,100.00%,25.00%,75.00%
广州塔,deepseek,graph,Direct,18,75.00%,2025-12-25T17:14:57.925079,87.50%,50.00%,100.00%,25.00%,100.00%
广州塔,deepseek,map,Direct,19,79.17%,2025-12-25T17:15:54.925023,87.50%,100.00%,100.00%,25.00%,75.00%
广州塔,gemini,context,Direct,21,87.50%,2025-12-25T17:22:55.138610,100.00%,100.00%,100.00%,25.00%,100.00%
广州塔,gemini,graph,Direct,19,79.17%,2025-12-25T17:34:59.939709,100.00%,100.00%,50.00%,25.00%,100.00%
广州塔,gemini,map,Direct,21,87.50%,2025-12-25T17:46:21.480876,100.00%,100.00%,100.00%,25.00%,100.00%
广州塔,openai,context,Direct,15,62.50%,2025-12-25T17:47:19.396078,87.50%,25.00%,75.00%,25.00%,75.00%
广州塔,openai,graph,Direct,16,66.67%,2025-12-25T17:48:18.397245,87.50%,50.00%,50.00%,25.00%,100.00%
广州塔,openai,map,Direct,16,66.67%,2025-12-25T17:49:21.415200,62.50%,50.00%,100.00%,25.00%,100.00%
广州塔,qwen,context,Direct,14,58.33%,2025-12-25T17:49:55.429965,62.50%,50.00%,50.00%,25.00%,100.00%
广州塔,qwen,graph,Direct,16,66.67%,2025-12-25T17:50:30.096168,62.50%,25.00%,75.00%,75.00%,100.00%
广州塔,qwen,map,Direct,14,58.33%,2025-12-25T17:51:02.536534,37.50%,100.00%,75.00%,25.00%,75.00%
旧金山联合广场,claude,context,Direct,17,70.83%,2025-12-25T17:55:37.858867,50.00%,75.00%,100.00%,75.00%,75.00%
旧金山联合广场,claude,graph,Direct,15,62.50%,2025-12-25T18:00:20.478327,37.50%,75.00%,75.00%,50.00%,100.00%
旧金山联合广场,claude,map,Direct,15,62.50%,2025-12-25T18:03:43.338909,37.50%,75.00%,75.00%,50.00%,100.00%
旧金山联合广场,deepseek,context,Direct,14,58.33%,2025-12-25T18:04:51.844192,62.50%,0.00%,75.00%,75.00%,75.00%
旧金山联合广场,deepseek,graph,Direct,10,41.67%,2025-12-25T18:06:03.865744,0.00%,50.00%,75.00%,50.00%,75.00%
旧金山联合广场,deepseek,map,Direct,12,50.00%,2025-12-25T18:07:09.445687,25.00%,50.00%,100.00%,25.00%,75.00%
旧金山联合广场,gemini,context,Direct,20,83.33%,2025-12-25T18:25:33.489615,75.00%,100.00%,100.00%,75.00%,75.00%
旧金山联合广场,gemini,graph,Direct,16,66.67%,2025-12-25T18:48:07.145533,37.50%,100.00%,75.00%,75.00%,75.00%
旧金山联合广场,gemini,map,Direct,16,66.67%,2025-12-25T19:05:03.386443,62.50%,50.00%,100.00%,50.00%,75.00%
旧金山联合广场,openai,context,Direct,18,75.00%,2025-12-25T19:07:22.823757,75.00%,50.00%,100.00%,75.00%,75.00%
旧金山联合广场,openai,graph,Direct,11,45.83%,2025-12-25T19:08:29.825960,25.00%,75.00%,75.00%,50.00%,25.00%
旧金山联合广场,openai,map,Direct,15,62.50%,2025-12-25T19:09:35.709918,25.00%,75.00%,100.00%,75.00%,75.00%
旧金山联合广场,qwen,context,Direct,15,62.50%,2025-12-25T19:10:30.366258,37.50%,75.00%,50.00%,100.00%,75.00%
旧金山联合广场,qwen,graph,Direct,14,58.33%,2025-12-25T19:11:16.300256,25.00%,75.00%,100.00%,75.00%,50.00%
旧金山联合广场,qwen,map,Direct,14,58.33%,2025-12-25T19:11:55.130802,37.50%,50.00%,100.00%,50.00%,75.00%
柏林勃兰登堡门,claude,context,Direct,21,87.50%,2025-12-25T19:13:33.899055,87.50%,100.00%,100.00%,50.00%,100.00%
柏林勃兰登堡门,claude,graph,Direct,17,70.83%,2025-12-25T19:17:40.605475,100.00%,50.00%,50.00%,25.00%,100.00%
柏林勃兰登堡门,claude,map,Direct,20,83.33%,2025-12-25T19:20:26.263386,100.00%,75.00%,50.00%,75.00%,100.00%
柏林勃兰登堡门,deepseek,context,Direct,15,62.50%,2025-12-25T19:21:33.968139,87.50%,100.00%,25.00%,25.00%,50.00%
柏林勃兰登堡门,deepseek,graph,Direct,14,58.33%,2025-12-25T19:22:37.157133,75.00%,50.00%,50.00%,25.00%,75.00%
柏林勃兰登堡门,deepseek,map,Direct,16,66.67%,2025-12-25T19:23:48.097057,87.50%,100.00%,50.00%,0.00%,75.00%
柏林勃兰登堡门,gemini,context,Direct,21,87.50%,2025-12-25T19:32:24.076884,100.00%,100.00%,50.00%,75.00%,100.00%
柏林勃兰登堡门,gemini,graph,Direct,20,83.33%,2025-12-25T19:49:05.716836,100.00%,100.00%,50.00%,50.00%,100.00%
柏林勃兰登堡门,gemini,map,Direct,21,87.50%,2025-12-25T20:03:05.383183,100.00%,100.00%,50.00%,75.00%,100.00%
柏林勃兰登堡门,openai,context,Direct,18,75.00%,2025-12-25T20:04:13.507778,75.00%,100.00%,75.00%,25.00%,100.00%
柏林勃兰登堡门,openai,graph,Direct,15,62.50%,2025-12-25T20:05:17.347957,62.50%,75.00%,50.00%,25.00%,100.00%
柏林勃兰登堡门,openai,map,Direct,18,75.00%,2025-12-25T20:06:28.211115,75.00%,75.00%,50.00%,75.00%,100.00%
柏林勃兰登堡门,qwen,context,Direct,16,66.67%,2025-12-25T20:07:26.172605,62.50%,100.00%,50.00%,25.00%,100.00%
柏林勃兰登堡门,qwen,graph,Direct,12,50.00%,2025-12-25T20:08:07.572551,50.00%,50.00%,75.00%,25.00%,50.00%
柏林勃兰登堡门,qwen,map,Direct,13,54.17%,2025-12-25T20:08:52.961832,37.50%,100.00%,50.00%,25.00%,75.00%
武汉黄鹤楼,claude,context,Direct,16,66.67%,2025-12-25T20:11:34.812737,87.50%,50.00%,50.00%,25.00%,100.00%
武汉黄鹤楼,claude,graph,Direct,19,79.17%,2025-12-25T20:16:18.372867,87.50%,100.00%,75.00%,25.00%,100.00%
武汉黄鹤楼,claude,map,Direct,18,75.00%,2025-12-25T20:18:59.946806,87.50%,75.00%,100.00%,25.00%,75.00%
武汉黄鹤楼,deepseek,context,Direct,15,62.50%,2025-12-25T20:20:10.364038,75.00%,75.00%,75.00%,25.00%,50.00%
武汉黄鹤楼,deepseek,graph,Direct,15,62.50%,2025-12-25T20:21:22.599536,75.00%,50.00%,50.00%,25.00%,100.00%
武汉黄鹤楼,deepseek,map,Direct,10,41.67%,2025-12-25T20:22:29.762329,37.50%,50.00%,50.00%,25.00%,50.00%
