source_shp,base_grid_size,target_grid_size,scale_factor,center_lat,center_lng,min_lat,min_lng,max_lat,max_lng,boundary_corners_latlng,cell_edge_m,cell_step_m
data\北京天安门\格网数据.shp,30,20,0.6666666666666666,39.90403150015371,116.40777250000096,39.90007716672797,116.40303483309116,39.907985833579446,116.41251016691076,"(39.90007716672797,116.40303483309116);(39.907985833579446,116.40303483309116);(39.907985833579446,116.41251016691076);(39.90007716672797,116.41251016691076)",42.19120550409923,44.41179526747288
data\北京天安门\格网数据.shp,30,50,1.6666666666666667,39.90403150015371,116.40777250000096,39.89414566658935,116.39592833272644,39.91391733371806,116.41961666727548,"(39.89414566658935,116.39592833272644);(39.91391733371806,116.39592833272644);(39.91391733371806,116.41961666727548);(39.89414566658935,116.41961666727548)",42.19120545437947,43.05225046365251
data\北京天安门\格网数据.shp,30,80,2.6666666666666665,39.90403150015371,116.40777250000096,39.888214166450744,116.38882183236174,39.91984883385667,116.42672316764018,"(39.888214166450744,116.38882183236174);(39.91984883385667,116.38882183236174);(39.91984883385667,116.42672316764018);(39.888214166450744,116.42672316764018)",42.19120536197286,42.72527125263075
data\北京天安门\格网数据.shp,30,100,3.3333333333333335,39.90403150015371,116.40777250000096,39.884259833025,116.38408416545194,39.923803167282415,116.43146083454998,"(39.884259833025,116.38408416545194);(39.923803167282415,116.38408416545194);(39.923803167282415,116.43146083454998);(39.884259833025,116.43146083454998)",42.19120527669705,42.61737906737075
